amount,is_in_contacts,hour_of_day,is_new_receiver,label
1955.65,0,14,1,0
210.02,0,19,1,0
2028.62,1,9,1,0
2867.36,0,20,1,0
2641.13,0,4,1,1
1930.15,1,14,1,0
7309.05,0,22,1,1
628.14,1,13,1,0
2818.42,0,14,1,0
256.2,0,9,1,0
295.26,0,23,1,0
3412.0,0,8,1,0
3339.01,0,11,1,0
8416.04,0,6,1,1
3264.64,1,4,1,0
10000.0,1,23,1,0
199.68,0,9,1,0
412.6,0,7,1,0
180.27,0,21,1,0
819.63,1,19,1,0
3117.17,1,15,1,0
4149.0,0,11,1,0
186.63,1,8,1,0
10000.0,0,9,1,1
7384.83,0,15,1,1
1407.39,0,9,1,0
321.32,0,8,1,0
744.77,0,2,1,0
543.02,0,18,1,0
526.29,1,10,1,0
2923.91,0,5,1,1
1128.64,0,5,1,1
1773.54,0,14,1,0
10000.0,0,14,1,1
4612.03,0,12,1,0
10000.0,0,21,1,1
615.2,0,4,1,1
1925.97,0,13,1,0
3236.31,0,20,1,0
319.46,0,1,1,1
16.78,1,22,1,0
4439.92,1,11,1,0
4106.87,0,19,1,0
2115.88,0,13,1,0
2690.59,0,18,1,0
2147.6,0,23,1,0
97.19,0,19,1,0
1634.11,0,14,1,0
779.6,0,19,1,0
414.44,1,23,1,0
10000.0,0,16,1,1
3658.77,0,13,1,0
5217.48,0,22,1,1
1515.47,1,17,1,0
1997.88,1,21,1,0
1081.59,0,23,1,0
407.98,1,4,1,0
789.08,0,21,1,0
6388.34,1,11,1,0
4527.18,1,9,1,0
3166.82,0,7,1,0
2578.11,1,5,1,0
10000.0,0,14,1,1
302.06,0,11,1,0
1317.36,0,5,1,1
1722.75,1,11,1,0
6100.86,0,14,1,1
10000.0,0,11,1,1
1101.28,1,8,1,0
8295.66,0,18,1,1
7102.51,0,20,1,1
1017.8,0,1,1,1
2038.86,0,12,1,0
2108.31,0,12,1,0
10000.0,0,7,1,1
798.16,1,12,1,0
6420.95,1,3,1,0
1627.02,0,5,1,1
5250.25,0,5,1,1
2178.98,0,20,1,0
3454.41,1,11,1,0
7149.76,0,11,1,1
6521.94,0,16,1,1
8052.31,1,6,1,0
245.87,0,14,1,0
4711.28,0,23,1,0
603.23,1,16,1,0
2150.17,1,9,1,0
3181.5,0,22,1,0
2061.61,1,19,1,0
2932.64,0,5,1,1
10000.0,1,8,1,0
581.11,0,14,1,0
4501.34,1,15,1,0
2016.73,1,20,1,0
570.91,1,7,1,0
691.4,1,15,1,0
10000.0,0,4,1,1
8467.79,0,17,1,1
9502.43,0,19,1,1
10000.0,1,13,1,0
934.37,1,1,1,0
1756.75,0,22,1,0
4425.2,1,22,1,0
2645.06,1,2,1,0
2167.82,1,13,1,0
1771.49,1,6,1,0
3603.45,0,14,1,0
3428.25,0,16,1,0
704.36,0,0,1,1
2552.67,0,8,1,0
3225.01,1,21,1,0
3378.55,1,13,1,0
943.43,1,15,1,0
5423.39,1,20,1,0
102.09,0,12,1,0
1752.98,0,5,1,1
6060.38,0,21,1,1
3319.47,0,0,1,1
1210.71,0,20,1,0
4749.16,0,3,1,1
3351.68,0,2,1,1
6363.32,0,16,1,1
5312.48,1,1,1,0
3767.54,0,18,1,0
2679.11,0,19,1,0
571.71,0,22,1,0
1211.63,1,21,1,0
2172.7,0,7,1,0
3658.16,0,14,1,0
2883.78,1,5,1,0
1359.75,0,22,1,0
25.94,1,19,1,0
2742.62,0,1,1,1
1345.39,0,14,1,0
5306.19,0,19,1,1
96.95,1,11,1,0
3516.25,0,2,1,1
10000.0,0,9,1,1
766.62,0,13,1,0
2551.98,0,21,1,0
383.5,0,13,1,0
3930.6,1,2,1,0
3198.76,1,0,1,0
2092.71,0,19,1,0
2947.37,0,0,1,1
9075.62,1,1,1,0
874.09,0,18,1,0
91.29,0,23,1,0
7912.3,0,9,1,1
3442.64,1,3,1,0
8853.12,1,3,1,0
3634.73,1,12,1,0
6646.32,0,8,1,1
2246.18,0,6,1,0
5542.94,1,15,1,0
9769.3,0,17,1,1
3395.68,1,2,1,0
797.64,1,19,1,0
1252.26,0,19,1,0
885.8,1,9,1,0
1134.0,0,23,1,0
1463.53,1,21,1,0
3239.93,0,15,1,0
3546.85,0,2,1,0
2223.99,1,10,1,0
3822.42,1,9,1,0
340.38,0,15,1,0
367.53,0,7,1,0
754.14,0,8,1,0
2919.89,0,14,1,0
963.17,0,20,1,0
1332.3,0,2,1,1
2045.39,0,3,1,1
6682.41,0,12,1,1
55.84,0,11,1,0
4192.2,0,20,1,0
4421.06,0,8,1,0
6410.96,1,13,1,0
10000.0,0,18,1,1
81.37,1,6,1,0
667.92,1,15,1,0
8692.24,1,21,1,0
2453.79,1,19,1,0
3325.87,1,4,1,0
4351.01,0,9,1,0
4546.09,0,17,1,0
10000.0,1,10,1,0
10000.0,0,6,1,1
5094.11,1,13,1,0
1354.34,0,19,1,0
8472.81,1,17,1,0
201.89,0,10,1,0
1051.08,0,21,1,0
9107.11,0,11,1,1
1183.89,1,17,1,0
997.19,1,1,1,0
594.58,0,22,1,0
7839.15,1,0,1,0
2773.05,0,22,1,0
4494.41,0,9,1,0
1092.84,0,20,1,0
5675.94,0,0,1,1
5708.56,0,5,1,1
1499.34,0,6,1,0
2115.16,1,16,1,0
941.32,1,8,1,0
10000.0,0,6,1,1
4149.35,0,16,1,0
10000.0,0,2,1,1
1446.09,0,15,1,0
6091.04,0,4,1,1
5807.32,0,19,1,1
4706.15,1,17,1,0
10000.0,1,0,1,0
2000.57,0,3,1,1
560.35,0,22,1,0
4455.42,0,10,1,0
5227.12,1,19,1,0
3423.23,0,8,1,0
926.81,0,7,1,0
2808.4,1,7,1,0
1496.97,0,4,1,0
2230.74,0,11,1,0
4145.01,0,0,1,0
5469.34,0,14,1,1
1057.03,0,17,1,0
2078.96,0,5,1,1
1254.25,0,9,1,0
885.74,0,13,1,0
6118.58,1,20,1,0
9598.71,0,7,1,1
1849.62,0,2,1,1
5565.69,1,21,1,0
9091.92,1,21,1,0
7486.44,1,18,1,0
807.55,0,11,1,0
10000.0,0,11,1,1
1890.76,1,14,1,0
1657.46,1,6,1,0
257.86,0,3,1,1
2663.48,1,20,1,0
461.7,0,8,1,0
1142.95,1,21,1,0
1524.71,1,15,1,0
6618.29,1,12,1,0
8333.43,1,3,1,0
1440.82,1,23,1,0
7827.43,0,8,1,1
7786.11,0,20,1,1
5786.74,0,17,1,1
634.55,0,14,1,0
4688.9,1,14,1,0
10000.0,0,5,1,1
4589.62,0,10,1,0
1611.57,0,7,1,0
2777.23,1,20,1,0
4150.73,0,16,1,0
2858.06,0,23,1,1
511.12,0,16,1,0
1496.24,1,23,1,0
6485.96,0,17,1,1
7905.17,1,3,1,1
590.75,0,14,1,0
10000.0,0,1,1,1
1594.89,1,1,1,0
4342.55,0,9,1,0
5574.49,0,2,1,1
6684.11,0,7,1,1
10000.0,0,19,1,1
1501.22,0,6,1,0
7822.0,0,11,1,1
564.81,0,18,1,0
4883.67,0,14,1,0
5418.84,1,13,1,0
4529.38,1,15,1,0
1163.09,0,13,1,0
8255.63,0,2,1,1
739.82,0,17,1,0
220.51,0,21,1,0
5055.81,0,5,1,1
2581.05,0,16,1,0
7564.5,0,22,1,1
1934.12,0,13,1,0
737.03,0,13,1,0
7242.36,1,19,1,0
3184.35,0,12,1,0
838.91,1,2,1,0
5097.35,1,12,1,0
2862.5,0,23,1,0
3708.53,0,1,1,1
2471.4,0,8,1,0
7057.57,0,12,1,1
7077.55,0,7,1,1
4943.08,1,15,1,0
445.52,0,23,1,0
7301.77,0,2,1,1
4446.95,1,12,1,0
4776.41,1,3,1,0
1803.83,0,17,1,0
8457.11,1,1,1,0
5169.35,0,19,1,1
477.79,0,21,1,0
2095.5,0,20,1,0
8699.6,0,14,1,1
193.39,1,16,1,0
10000.0,0,9,1,1
4547.28,0,0,1,1
3991.91,0,5,1,1
1261.91,0,2,1,1
1144.29,0,18,1,0
10000.0,0,6,1,1
1416.84,1,12,1,0
5975.61,0,12,1,1
1997.71,0,16,1,0
599.82,0,0,1,1
43.09,0,13,1,0
3143.31,0,2,1,1
10000.0,1,13,1,0
1842.66,1,23,1,0
1767.64,0,0,1,1
1686.94,0,15,1,0
2940.41,1,9,1,0
2324.03,0,12,1,0
8478.21,0,3,1,1
2817.0,0,8,1,0
2835.14,1,13,1,0
595.72,0,3,1,1
10000.0,1,9,1,0
1150.58,1,7,1,0
304.78,0,22,1,0
4352.43,1,2,1,0
3619.09,1,22,1,0
2145.57,0,6,1,0
2194.06,0,9,1,0
6149.66,0,2,1,1
871.19,0,1,1,1
6864.83,0,14,1,1
4185.0,0,8,1,0
2171.81,0,14,1,0
2450.17,1,16,1,0
1186.34,0,6,1,0
5579.15,0,19,1,1
2876.94,0,17,1,0
1547.68,0,14,1,0
3625.86,0,17,1,0
10000.0,0,23,1,1
2285.58,0,22,1,0
10000.0,1,11,1,0
1692.58,1,22,1,0
225.15,0,20,1,0
913.84,1,7,1,0
2169.92,1,1,1,0
991.97,0,1,1,1
10.0,1,4,1,0
9860.49,1,0,1,0
7428.51,0,21,1,1
5423.72,0,3,1,1
734.8,0,5,1,1
512.99,0,22,1,0
279.99,1,12,1,0
5149.84,0,18,1,1
10000.0,1,10,1,1
2252.24,1,12,1,0
507.43,1,7,1,0
2872.98,1,6,1,0
1715.95,0,12,1,0
1878.89,0,0,1,1
3884.37,1,5,1,0
5073.59,0,6,1,1
468.85,0,15,1,0
144.96,1,14,1,0
10000.0,1,19,1,0
1059.66,0,1,1,1
221.33,1,22,1,0
842.27,1,15,1,0
158.95,0,16,1,0
1989.08,0,23,1,0
6486.08,1,14,1,0
1669.61,0,2,1,1
2349.27,0,3,1,1
4502.95,0,11,1,0
2844.38,1,4,1,0
7905.97,0,16,1,1
8040.73,0,5,1,1
39.84,0,9,1,0
6021.15,1,21,1,0
2470.18,0,17,1,0
10000.0,0,9,1,1
2640.65,1,5,1,0
10000.0,0,23,1,1
5618.96,1,5,1,1
1143.29,1,19,1,0
3092.18,1,14,1,0
10000.0,0,3,1,1
7794.51,1,15,1,0
409.76,1,21,1,0
4901.77,1,23,1,0
1696.02,0,7,1,0
28.03,1,6,1,0
2066.58,0,18,1,0
1070.23,0,16,1,0
6834.14,0,20,1,1
1645.92,1,12,1,0
7029.98,0,14,1,1
10.0,0,1,1,1
1471.63,1,9,1,0
1103.88,0,12,1,0
1064.03,1,17,1,0
282.49,0,22,1,0
828.71,0,10,1,0
3243.67,1,12,1,0
1377.64,1,18,1,0
2160.98,0,23,1,0
1891.98,1,23,1,0
8346.83,0,21,1,1
9428.12,0,4,1,1
2716.64,0,2,1,0
1602.84,0,18,1,0
451.78,0,22,1,0
10000.0,0,12,1,1
248.47,0,4,1,0
1413.3,0,11,1,0
1415.66,0,13,1,0
1545.01,0,5,1,1
717.88,1,21,1,0
6114.41,1,8,1,0
522.7,0,16,1,0
4030.41,1,7,1,0
528.85,1,12,1,0
292.59,0,4,1,1
9606.51,0,21,1,1
843.52,1,21,1,0
6887.07,0,16,1,1
3146.59,1,2,1,0
324.22,1,5,1,0
10000.0,1,13,1,0
1134.55,1,14,1,0
7854.33,0,13,1,1
739.59,0,10,1,0
7695.03,1,10,1,0
53.27,0,8,1,0
2867.96,1,5,1,0
5869.02,1,14,1,0
10000.0,1,11,1,0
9596.48,0,5,1,1
6850.87,0,0,1,1
8763.87,0,15,1,1
888.67,0,19,1,0
1337.33,1,14,1,0
1364.15,1,1,1,0
1893.18,1,16,1,0
1999.02,0,2,1,1
3145.92,0,2,1,1
696.84,1,4,1,0
4700.85,0,16,1,0
733.61,0,22,1,0
1486.04,1,16,1,0
2799.44,1,19,1,0
6367.19,0,5,1,1
5380.14,1,0,1,0
4148.58,0,6,1,0
677.34,1,14,1,0
3167.85,0,6,1,0
366.03,0,18,1,0
1895.17,1,19,1,0
2134.44,0,21,1,0
162.5,1,10,1,0
1280.76,1,22,1,0
10000.0,1,13,1,0
10000.0,1,12,1,0
1737.48,0,19,1,0
176.23,1,8,1,0
789.39,0,8,1,0
1991.75,0,15,1,0
10000.0,1,11,1,0
608.87,0,9,1,0
5767.5,0,5,1,1
460.22,0,17,1,0
10000.0,1,1,1,0
1922.59,1,19,1,0
5970.79,0,8,1,1
1677.8,0,18,1,0
3951.89,1,5,1,0
852.85,0,1,1,1
631.39,0,14,1,0
10000.0,0,16,1,1
9986.98,0,15,1,1
8738.1,0,20,1,1
3927.94,1,7,1,0
6606.63,0,9,1,1
286.14,1,9,1,0
1630.6,1,17,1,0
1505.78,1,9,1,0
4038.51,0,8,1,0
1759.96,0,23,1,0
643.05,0,18,1,0
3629.99,1,0,1,0
6736.3,0,3,1,1
1925.87,0,23,1,1
567.49,0,2,1,1
876.05,0,9,1,0
1084.52,0,11,1,0
1426.11,0,17,1,0
4117.78,0,22,1,0
3674.63,0,19,1,0
4763.96,0,5,1,1
1800.82,1,20,1,0
6949.03,0,1,1,1
913.06,0,9,1,0
2532.28,0,1,1,1
6456.57,0,8,1,1
794.58,1,9,1,0
465.52,0,1,1,1
8605.78,1,7,1,0
1679.86,1,23,1,0
4606.41,1,16,1,0
102.7,0,16,1,0
4685.34,0,3,1,1
1519.78,1,17,1,0
229.42,0,11,1,0
3764.51,1,16,1,0
1101.98,1,8,1,0
1956.3,1,18,1,0
336.05,0,13,1,0
636.75,1,13,1,0
1415.16,1,16,1,0
376.19,1,1,1,0
9668.67,0,7,1,1
24.26,0,4,1,1
2645.51,0,6,1,0
526.12,0,21,1,0
1470.82,0,15,1,0
10000.0,1,15,1,0
705.49,0,16,1,0
10000.0,1,21,1,0
921.65,0,6,1,0
5412.46,0,19,1,1
3164.6,0,7,1,0
8633.2,0,7,1,1
3229.68,1,22,1,0
3059.08,0,10,1,0
869.93,1,14,1,0
727.19,0,17,1,0
9931.11,1,5,1,0
1589.02,0,21,1,0
1861.38,0,11,1,0
5705.53,0,14,1,1
1654.94,0,22,1,0
10000.0,0,5,1,1
5356.54,1,17,1,0
3639.54,1,23,1,0
8511.0,1,19,1,0
203.51,0,8,1,0
1188.57,0,7,1,0
2502.23,0,13,1,0
1029.79,1,18,1,0
5448.83,1,18,1,0
10000.0,1,7,1,0
2204.99,1,1,1,0
1675.01,0,3,1,1
10000.0,0,5,1,1
2354.09,0,2,1,1
2685.92,0,2,1,1
1733.3,0,18,1,0
9611.76,0,10,1,1
3366.18,1,9,1,0
5744.87,1,11,1,0
6681.14,1,13,1,0
1673.28,1,17,1,0
2274.49,0,23,1,0
7547.93,0,8,1,1
1805.55,1,14,1,0
6318.26,0,23,1,1
10000.0,0,2,1,1
3904.27,0,22,1,0
5413.41,0,10,1,1
6541.02,0,9,1,1
7458.34,0,17,1,1
2010.46,0,3,1,1
210.5,1,12,1,0
2055.83,0,5,1,1
4480.44,0,20,1,0
2393.9,0,12,1,0
5528.62,0,19,1,1
1766.33,1,4,1,0
4028.63,1,19,1,0
825.24,1,13,1,0
5535.1,0,12,1,1
3155.95,0,13,1,0
912.95,0,7,1,0
1380.74,0,15,1,0
5522.98,0,12,1,1
2635.77,0,23,1,0
973.55,0,14,1,0
10000.0,1,18,1,0
5022.82,0,0,1,1
10000.0,1,21,1,0
2228.21,0,1,1,1
2578.19,0,17,1,0
9129.37,1,18,1,0
2978.18,1,7,1,0
4914.14,0,2,1,0
1162.33,0,22,1,0
2367.61,0,13,1,0
527.05,0,8,1,0
922.59,1,7,1,0
10.0,1,16,1,0
160.23,1,22,1,0
10000.0,0,22,1,1
1110.15,1,23,1,0
4354.38,0,15,1,0
7307.88,1,9,1,0
3199.91,1,20,1,0
664.9,0,9,1,0
5209.53,0,23,1,1
3667.68,0,5,1,0
5255.9,0,21,1,1
5874.3,1,16,1,0
10000.0,0,15,1,1
3409.17,0,14,1,0
1672.02,0,21,1,0
4181.78,1,13,1,0
283.58,0,3,1,1
9107.56,1,3,1,1
508.52,1,1,1,0
1589.05,1,10,1,0
6765.75,0,3,1,1
3638.38,0,20,1,0
